date,station_number,month,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,snow,max_temperature_explicit_enc,day_of_year,day_of_week
2007-08-07,725330,8,80.0,72.30000305175781,1010.0999755859376,8.699999809265137,6.400000095367432,14.0,71.0999984741211,0.0199999995529651,0,0.0,219,1
2007-08-07,725326,8,77.4000015258789,72.5999984741211,,9.199999809265137,4.199999809265137,15.899999618530272,73.4000015258789,0.0,0,0.0,219,1
2007-08-07,725314,8,88.5,70.5999984741211,1010.2000122070312,10.0,5.599999904632568,11.100000381469728,80.5999984741211,0.0,0,1.0,219,1
2007-08-07,725327,8,79.69999694824219,72.9000015258789,1009.4000244140624,8.5,7.0,15.0,73.0,0.3700000047683716,0,0.0,219,1
2007-08-07,725305,8,80.0999984741211,73.80000305175781,1008.2000122070312,8.0,6.099999904632568,19.0,71.5999984741211,0.0399999991059303,0,1.0,219,1
2007-08-08,725330,8,82.9000015258789,72.69999694824219,1009.9000244140624,9.899999618530272,4.099999904632568,8.0,73.9000015258789,0.0099999997764825,0,0.0,220,2
2007-08-08,725316,8,84.69999694824219,71.5999984741211,1010.2999877929688,10.0,5.800000190734863,16.899999618530273,75.19999694824219,0.0,0,1.0,220,2
2007-08-08,725314,8,87.69999694824219,71.0999984741211,1010.2000122070312,10.0,3.299999952316284,8.0,78.0999984741211,0.0,0,0.0,220,2
2007-08-08,725326,8,78.30000305175781,71.5999984741211,,8.699999809265137,5.0,19.0,71.5999984741211,0.1800000071525573,0,1.0,220,2
2007-08-08,725327,8,79.80000305175781,72.69999694824219,1010.2999877929688,8.600000381469727,4.400000095367432,28.0,71.5999984741211,0.5400000214576721,0,1.0,220,2
2007-08-08,725305,8,79.19999694824219,73.5,1009.7000122070312,9.100000381469728,5.099999904632568,15.0,73.0,0.1500000059604644,0,0.0,220,2
2007-08-08,725300,8,80.30000305175781,72.5999984741211,1009.4000244140624,9.699999809265137,6.400000095367432,11.100000381469728,72.0,0.0299999993294477,0,0.0,220,2
2007-08-08,725317,8,84.69999694824219,73.19999694824219,1010.0,10.0,4.199999809265137,8.899999618530273,73.4000015258789,0.0,0,1.0,220,2
2007-08-08,725315,8,81.4000015258789,71.5,1010.4000244140624,10.0,4.099999904632568,12.0,71.5999984741211,0.0,0,1.0,220,2
2007-08-08,725320,8,80.9000015258789,71.69999694824219,1010.0999755859376,9.699999809265137,4.0,15.899999618530272,71.5999984741211,0.3199999928474426,0,1.0,220,2
2007-08-09,725320,8,78.5,71.0999984741211,1010.5999755859376,9.600000381469728,4.599999904632568,13.0,70.0,0.7699999809265137,0,0.0,221,3
2007-08-09,725315,8,80.80000305175781,72.5999984741211,1010.5,9.800000190734863,4.400000095367432,9.899999618530272,73.0,0.0,0,0.0,221,3
2007-08-09,725316,8,83.80000305175781,72.30000305175781,1010.4000244140624,10.0,6.400000095367432,12.0,75.0,0.0,0,0.0,221,3
2007-08-09,725314,8,86.69999694824219,70.0,1010.7000122070312,10.0,6.5,13.0,77.0,0.0,0,0.0,221,3
2007-08-09,725327,8,76.80000305175781,71.4000015258789,1010.7000122070312,7.300000190734863,3.400000095367432,23.899999618530277,69.80000305175781,0.4300000071525574,0,1.0,221,3
2007-08-09,725300,8,76.5,69.4000015258789,1010.0999755859376,9.899999618530272,5.0,13.0,71.5999984741211,0.0799999982118606,0,1.0,221,3
2007-08-09,725317,8,84.69999694824219,73.5,1010.0999755859376,9.899999618530272,5.800000190734863,12.0,77.0,0.0,0,1.0,221,3
2007-08-09,725330,8,81.0,73.19999694824219,1010.0999755859376,9.199999809265137,4.0,11.100000381469728,75.0,0.449999988079071,1,0.0,221,3
2007-08-09,725326,8,77.0999984741211,71.69999694824219,,8.800000190734863,3.799999952316284,11.100000381469728,71.5999984741211,0.3100000023841858,0,1.0,221,3
2007-08-09,725305,8,76.5999984741211,70.9000015258789,1010.2000122070312,8.300000190734863,4.5,8.899999618530273,71.5999984741211,0.3400000035762787,0,1.0,221,3
2007-08-10,725320,8,80.4000015258789,69.0999984741211,1014.2999877929688,10.0,3.5,7.0,70.0,0.0,0,0.0,222,4
2007-08-10,725317,8,80.5,69.69999694824219,1013.7999877929688,9.199999809265137,7.0,11.100000381469728,71.0999984741211,0.0,0,0.0,222,4
2007-08-10,725300,8,78.4000015258789,69.80000305175781,1013.2999877929688,9.600000381469728,6.0,11.100000381469728,71.0999984741211,0.0,0,0.0,222,4
2007-08-10,725315,8,78.30000305175781,68.9000015258789,1014.2000122070312,7.300000190734863,4.599999904632568,8.0,68.0,0.0,1,0.0,222,4
2007-08-10,725316,8,83.5999984741211,69.5999984741211,1014.2999877929688,10.0,7.5,12.0,75.19999694824219,0.0,0,1.0,222,4
2007-08-10,725327,8,76.5,70.0,1013.9000244140624,8.100000381469727,2.200000047683716,7.0,69.0999984741211,0.0,0,0.0,222,4
2007-08-10,725330,8,78.0999984741211,67.4000015258789,1012.9000244140624,9.699999809265137,5.300000190734863,8.899999618530273,71.0999984741211,0.0,0,0.0,222,4
2007-08-10,725305,8,79.0,70.4000015258789,1013.5999755859376,9.399999618530272,5.400000095367432,12.0,71.0999984741211,0.0599999986588954,0,0.0,222,4
2007-08-10,725314,8,83.0999984741211,67.80000305175781,1014.7999877929688,9.899999618530272,4.800000190734863,8.899999618530273,68.0,0.0,0,0.0,222,4
2007-08-10,725326,8,77.5,69.19999694824219,,9.699999809265137,5.5,9.899999618530272,68.0,0.0,0,0.0,222,4
2007-08-11,725320,8,80.0999984741211,68.0,1016.2999877929688,9.5,4.400000095367432,8.899999618530273,71.5999984741211,0.0,0,1.0,223,5
2007-08-11,725300,8,78.4000015258789,65.4000015258789,1016.5999755859376,8.399999618530273,3.299999952316284,12.0,66.19999694824219,0.0,0,1.0,223,5
2007-08-11,725317,8,79.5999984741211,65.80000305175781,1016.4000244140624,9.100000381469728,2.799999952316284,7.0,66.19999694824219,0.0,0,1.0,223,5
2007-08-11,725327,8,73.80000305175781,65.5999984741211,1017.5,6.699999809265137,1.600000023841858,8.0,60.79999923706055,,1,1.0,223,5
2007-08-11,725330,8,75.5,64.80000305175781,1017.0,8.0,1.7999999523162842,7.0,64.0,0.0,1,0.0,223,5
2007-08-11,725326,8,86.30000305175781,69.80000305175781,,9.600000381469728,5.0,8.899999618530273,84.19999694824219,0.0,0,1.0,223,5
2007-08-11,725316,8,79.9000015258789,66.69999694824219,1016.5999755859376,9.5,3.799999952316284,8.0,66.0,0.0,0,0.0,223,5
2007-08-11,725305,8,76.9000015258789,65.80000305175781,1016.7000122070312,7.199999809265137,2.900000095367432,13.0,62.59999847412109,0.0,1,1.0,223,5
2007-08-11,725314,8,80.5999984741211,64.80000305175781,1015.9000244140624,9.600000381469728,1.7000000476837158,5.099999904632568,66.19999694824219,0.0,0,1.0,223,5
2007-08-11,725315,8,77.5,66.5999984741211,1016.9000244140624,8.800000190734863,3.5999999046325684,6.0,64.9000015258789,0.0,0,0.0,223,5
2007-08-12,725316,8,83.69999694824219,67.69999694824219,1017.2000122070312,10.0,5.599999904632568,9.899999618530272,71.5999984741211,0.0,0,1.0,224,6
2007-08-12,725327,8,76.69999694824219,67.0,1018.0999755859376,9.899999618530272,4.400000095367432,12.0,66.0,0.0,0,0.0,224,6
2007-08-12,725300,8,79.30000305175781,66.80000305175781,1017.0,9.699999809265137,4.800000190734863,27.0,66.19999694824219,0.2899999916553497,0,1.0,224,6
2007-08-12,725320,8,82.9000015258789,69.30000305175781,1016.7000122070312,9.800000190734863,4.699999809265137,8.0,73.0,0.0,0,1.0,224,6
2007-08-12,725317,8,82.0,66.69999694824219,1017.2000122070312,9.899999618530272,4.099999904632568,8.899999618530273,68.0,0.0,0,0.0,224,6
